"Text"
"Feliz cumpleaños crack!!! Espero que sigas teniendo éxito en todo lo que te propongas, gracias por tantas alegrias!!! 👏🏽👏🏽👏🏽 @kingarturo23"
"@ollyofficial 😢😢😢💔💔"
"Huele a que el puesto 1, es alguien volador @MTVLA #DJMAGMAENMTVHITS"
"@rbrtndrs no sé, estoy buscando que cosas interesantes hay por esos lados"
"Que está pasando en el mundo!!! Como tanta maldad 🙄 ... Dios le de consuelo y tranquilidad a las familias de las victimas"
"#Felices https://t.co/iGjxlK9AR1"
"Lamentable !! Da la impresión de terrorismo. https://t.co/DCSOJyuqNW"
"estaba como para sacarle el pelo"
"Quiero gastar todo mi pago en lencería. Ayuda."
"Sesión Fotográfica Fitness de luigiperlaza .
.

Agenda tu Sesión Fotográfica:⁰Mail:… https://t.co/dE1Q1tQZZ5"
"Acabo de quedar pero tostado con lo qué pasó en el concierto de Ariana grande 😔 fuerza a todos ♥️"
"#FSRadioChile @giselabargar creo que guede está cometiendo un grave error ..el puto amo no deberia creerse dueño del club...solo es el DT.."
"NOS ALEGRAMOS QUE SE HAYA CONTROLADO ESTA EMERGENCIA, AMIGOS @RNESANTIAGO @reddeemergencia https://t.co/jsO5rjcQlp"
"Bray: ""Quien puede vencer a Lesnar de los que participamos en #ExtremeRules, SOY YO"" #RAW"
"Los mejores comienzos vienen de los peores finales ✌️😊 @ Chillán, Chile https://t.co/oENYSukWA9"
"Encierrenla.Pobre Señora.Andatepa'entroteicen.Porfiá. https://t.co/LA6bWxmBwh"
"La humanidad cada día mejor 👍🏻 bien ahí https://t.co/8dTllconOZ"
"#prayforarianators es ahora una tendencia en Chile

https://t.co/pQN0U21ECk https://t.co/ADC2gggqiz"
"#RaquelDescontrolada la Celeste me yin a que se quedará con Manuel.. Su onda es bkn y Felipe esta perdido 😕"
"@medioambienterm otra chimenea encendida en parque las violetas 2400 puente alto"
"Lo siento arianitos https://t.co/mbhb3dF94K"
"Solita igual le hago !! @MundialDelPop10 @MTVmiaw @CNCO_CHILEOFC @CNCOmusic #PREMIOSMTVMIAW #MTVHITCNCO #MTVACTAPPCNCO #MTVEXPOPCNCO"
"@halconavicencio Bueno yo escucho porque me llama la atención el caos que hay"
"@Noctdae @CCyberc sad little man...hiden behind a computer!!!sad sad"
"@Leon_suit  https://t.co/JXpKJBRKqE"
"20:45 en Recoleta Accidente eléctrico  (10-7-1) BX-3 Santa Adela y Bolivia https://t.co/1qK2rzS0BV"
"CELULAR ...PEQUENES....991074199.. https://t.co/Vqoq1qzNt3"
"Al fin en casita 🕊🌸"
"Dicen que Barroso le dió la formación contra Iquique #LD3 #ColoCoLeitFinal"
"Fin de semana con la polola :x cony0pony0 #regaloneo #starbucks #estudio #instaviña… https://t.co/MmzpDnNQjr"
"@SebasthianYoda No? cuál es? Me perdi. Nosotros no fuimos americanos en un principio. Sino, indios creyendo Colón q… https://t.co/99jQ2q00N1"
"Puto Resfrío 😓"
"Ojo ahí 👻 Recuerdos del finde @ Playa del Yeco https://t.co/19TsHGDNxK"
"Murder in Manchester: at least 19 die in arena attack. #ArianaGrande https://t.co/ctNxQ6boqm"
"Ta helao juaaaaaaaaaannnn ☃️"
"Sinfonía visual 😌☝🏼✨
#streetart #bethoven #mosaic @ Barrio Bellas Artes Santiago De Chile https://t.co/pzX8PziMh6"
"@yatengonick 💕"
"Holi holi"
"Miaus 😍 https://t.co/EEZb0QGrWX"
"Hace un frío y me quedan 60 hojas por leer, bueno yo lo deje para última hora"
"Lunes finiquitado 💪🏽 (@ Mi Palacio in La Florida, Metropolitana de Santiago) https://t.co/2EkGfCFD3k"
"Mañana en llico se pondrán banderas negras para protestar por los malos caminos de la ruta J-80 es hora que el Mop se haga cargo @mop_chile"
"21:57 en Conchalí Accidente eléctrico  (10-7-1) B-5 Avenida Los Zapadores y Avenida General Gambino https://t.co/G3hTig2Sym"
"@DoctorMcphisto @c_monv Traigan un tanque de Raid (?)"
"Aqui falta mucho,dar Charlas,para enerar,a gente del campo,como,la d ciudad,estamos muy a la antigua con animales.Ley tenencia responsable."
"Propuestas de Manuel José Ossandon = Atacar al Presidente Piñera"
"Lights 🔮 @ Chillán https://t.co/mbjYjc9udc"
"Acaba de salir el comercial de @laliespos  anunciado su visita a @VertigoCanal13 😍😍😍 @canal13 #LaLiEnVertigo #MTVExPopLali  #PREMIOSMTVMIAW"
"OAAAYYYYY KEMOSION ❤❤❤ https://t.co/oItlJvABfC"
"va a estar (yo) y el @unamalva con su glitch-nightcore paranoicooo"
"@Cotamooo hola"
"🏹 ♡ where?"
"#TiemposMejores
#TiemposMejores
#TiemposMejores
#TiemposMejores
#TiemposMejores
#TiemposMejores
#TiemposMejores
#TiemposMejores"
"siento que soy tan Ross de friends, les juro que soy ese tipo de persona que onda necesita explicarlo todo"
"Es que yo te miro a los ojos y parece simplemente que mienten 🎤"
"@mbachelet @taniamarquezk De los dientes para afuera, para sus adentros,Misión cumplida dimos otro golpe fantástico mis nenes,"
"😍 https://t.co/19z5vqEasC"
"@marcoporchile porque no fueron a primarias los demas candidatos si se supone que no me temen? 
Tapita a #MOSCIATTICNN #CreoEnTi"
"Donde está tu dignidad? 🙄"
"#termasgeometricas #piscina de #42grados #buenísima❗️ @ Termas… https://t.co/t7reqV2CzK"
"Lo sé pero tampoco hay que creerse los super trabajadores,  todos tenemos trabajos distintos con diferentes sacrifi… https://t.co/bqpQo1aPHa"
"Vo eri mala isabel 😂 #PapáMeEnamoré"
"@SKmillo si, el mismo pelota."
"Soy feliz porque hemos aprendido a bailar juntos bajo la lluvia 🌷💐"
"23:25 en San José de Maipo Apoyo a otro cuerpo (10-12) H1 Camino El Volcan y Poblacion Los Pitufos https://t.co/0szfxweqQB"
"Para quien quiera escucharme mañana en la radio! Acá mi tour radial en la V Región!!! 

- 10.00… https://t.co/0WD0IrAsVc"
"@clarroulet x dios q falta de calle desconexión...excell, gráficos a quien quiere convencer?omnliguismo?."
"Me imagino al Kike Morandé en algun cargo gubernamental del gran @sebastianpinera, pero no sé en cual podría ser"
"⒈ #PapáMeEnamoré
⒉ Manchester
⒊ #MosciattiCNN
⒋ #RAWCL
⒌ #DóndeEstásKosem

2017/5/22 23:38 -04 #trndnl https://t.co/xGRvgIQjMk"
"Rap Cristiano Dominicano Llega a Serie «Ingobernable» de @NetflixLAT | @HENRYGELDECANO @ArielKelly47 @RomyRam |… https://t.co/Itg48tGgFl"
"@maelsaquirogau Mañana el gato será ""te tiraste Elsa"""
"@helloiambarbara yo tengo ropa vieja en la casa"
"Que Ignacio aproveche sus minutos de fama y haga un canje con algún dentista. Necesita frenillos URGENTE. 🙆🏼 #EntreLaVerdadYLaMentira"
"23:49 en Providencia Accidente vehicular (10-4-1) B13 RX14 El Vergel y Jorge Matte Gormaz https://t.co/VQs6wqhhzE"
"Días con simples cosas te hace feliz ,pero con un solo acto te desilusionan y pudren todo 👌🏻"
"Es quien hace de Horacio y me dio pena tratar tan mal a su personaje pero ☹️☹️☹️#PapáMeEnamoré https://t.co/rL3O7acKuz"
"Ahí está el payaso de la TV nocturna! https://t.co/dL4zdYLTyQ"
"Ni tú boca ni mi boca se nombraron  al pasar..."
"@OrianaGMarzoli wuena fea"
"00:19 en Santiago Accidente vehicular (10-4-1) B1 RX8 Jose Miguel de La Barra y Merced https://t.co/OIh4kFt5GE"
":( bajoneada."
"@Yerdy_ Iré con ella a tu matrimonio !!! Quizás mimi cakes haga un desc para la torta !!!"
"Si Guede quiere sacar a Barroso, que se vaya a la CSM ¨Pronto vuelve Zaldivia y arma linea de 3 con Baeza.  Vende humo HDP"
"HUEOOON CÓMO MIERDA????  BOMBA DE CLAVOS ARE U FUCKING KIDDING ME SON UNOS HIJOS DE PUTA!😡 https://t.co/O5khKq6Olb"
"llegamos... (@ Aeropuerto Internacional Comodoro Arturo Merino Benítez (SCL) - @aeropuerto_scl) https://t.co/o8OzLmZXKc"
"https://t.co/PjUK4CurGU vía @youtube"
"Hacía tiempo que no me mandaba un callejiao, buenos recuerdos"
"Bueno, ya saqué el bonus del arbolito, justo antes del mantenimiento."
"mañana se van a acostar hartos parece u-u"
"aparte no está comprobado que era gay, y si hubiese sido gay no habría sido nada malo. Lo malo sería reprimirse"
"⒍ #RodrigoSalinasMV
⒎ Manu
⒏ Sistar
⒐ Inglaterra
⒑ Zack Snyder

2017/5/23 00:38 -04 #trndnl https://t.co/xGRvgIQjMk"
"#EntreLaVerdadYLaMentira que asco  sebastian pensar que hay minaa que le gusta q la traten asi."
"Y aquí yo con la Karina se supone que estudiando, pero estoy puro twitteando."
"Mish pensé que iba a alumbrar al pololito nuevo"
"Quiero mi nota de estructura 😔 y la de calculo"
"@tarotbarbara Barbarita, las decepciones existen, porque nos formamos expectativas, difícil no tenerlas; hay que tratar de no esperar nada"
"#ultimamirada ojalá que todos los generales de la actualidad estén escuchando a #Cienfuegos la cercanía de @Carabdechile  es importante."
"01:31 en Arica Rescate de emergencia (10-3) R3 Benjamin Vicuña Mackenna y 18 de Septiembre https://t.co/zYs8oWBwKc"
"Mi próximo pago. https://t.co/g73ZNoB1KO"
"@Caco_0000 No me presente a su suegra amigo!!!! ya me voy corriendo de miedo..... la cago jajajaajj 
Un saludo frat… https://t.co/dQNuPUplJK"
"02:07 en San Ramón Fuego o humo en estructura (10-0-1) B-2 B-4 Psje Eduardo Barrios y Pedro Aguirre Cerda https://t.co/25e3DdkO4j"
"https://t.co/UWe5Eganp8"
"@Hyurno Ese es el Espiritu"
"no me pregunten quién es, no sé, no tiene ni fotos"
"#UnVersiculoParaBendecirte: ""Todo el mundo quería verlo y escuchar la sabiduría que Dios le había dado, [1Re 10:24 TLA]"""
"⒍ #FelizLunes
⒎ Barroso
⒏ #PapáMeEnamoré
⒐ Kike Morandé
⒑ Caio

2017/5/23 04:18 -04 #trndnl https://t.co/xGRvgIQjMk"
"#fororomano #roma #loves_united_roma @ Foro Romano Roma https://t.co/Zt7vFM8LcM"
"7u7..... https://t.co/JAJEIpwjyb"
"@Juanly_xx @loubarrera58 Es para Sevilla España .maullan en gallego.....???????  !!!"
"Buenos días gente! :)"
"Se avecina nuevo sistema frontal: Lluvias volverían esta semana. Sería de menores proporciones que de los 2 que se… https://t.co/YogcbyYS9e"
"Vergüenza mundial.
Siempre se intuía la trampa d los poderosos 
Acá está la prueba!
Deben haber muchas más!
Real Ma… https://t.co/iD3BqAB5lv"
"trabajo hasta las 15:00 relax!!! (@ Parque Arauco in Las Condes, Región Metropolitana) https://t.co/SfnRFdT2EL"
"Como se sentirán los cazadores de RT y ❤,con sus bromitas 
Al saber que estaba lleno de niños y menores de edad en el atentado de manchester"
"Qué horror la @clinicadavila y @iBanmedica no te deje comprar vino si tienes accidentado el dedo para comprar bono. #CHVAM"
"Ojalá que el @metrodesantiago tenga atribuciones para multar a los que no respetan al resto ni las medidas de segur… https://t.co/2C5w3RUo8r"
"Los milagros existen! ✨ con el corazón ultra esperanzado pensando en el Tio Samuel ❤️ #vamos 💪🏻💪🏻💪🏻"
"Le acabo de ver a una niña unos aros de gatito fabulosos. Los quiero"
"Happy to see @PES_Corfo research (https://t.co/QkLWsgT7xr) quoted by The Energy Collective - https://t.co/10Mgn3YSQt"
"A.Cinfuegos (ex gral d carabineros)recibe doble pension d jubilacion.La ley d pensiones hace esto posible. Si.señor."
"Sorprenden a un monje budista mirando porno en un colectivo https://t.co/TuObmLfIe8 ¡ es de los nuestros¡ https://t.co/0vBMqLk5Zi"
"@topimerino es que volví tarde anoche de viña 😐 y dormí poquito"
"Me duelen mucho mis muñecas"
"I'm at Colegio Saint John's Villa Academy in La Reina, Región Metropolitana https://t.co/b0ozPwW1nl"
"Karma https://t.co/L9ke2Q3IHR"
"A veces pienso en pobre de quién será el próximo presidente de EEUU y cómo arreglará todo lo que este tipo está hac… https://t.co/8MT0G9Q8Oo"
"@latercera @joseantoniokast no"
"No existe nada mejor que un buen café directo a la vena para comenzar el día ☕☕"
"Buenos días TL! 
Hace mucho frío y así no hay ánimos de levantarse 😬😏"
"No es un #FelizMartes para mi si me levanto y veo las noticias y percibo la cagada en el mundo... 
Ojalá tengan todos un buen día !"
"Crecimiento y legado, hay mucho por seguir avanzando en #Chile @GloriaHutt 👏🏻👏🏻👏🏻 @lcruzcoke https://t.co/kagEL8Sspo"
"Destacando el Trabajo y Dedicación  de la Comunidad Educativa.  Profesores, Asistentes de La… https://t.co/iokBEjod4v"
"Ngm é de ferro, sonhar não paga imposto nem faz mal à saúde 🎵"
"@Reybadu @udipopular Y los RECSM rasgaban vestiduras y hablaban hasta por los codos junto a RN por la firmas falsas… https://t.co/BXyA8eL77c"
"#PrayForArianators #PrayForManchester #PrayForTheWorld 😔 https://t.co/XsFnZoS3is"
"@Hernancanorea @aralmu @PC_JAL @nuestrocobre @senadornavarro Próx sab 27 11 am los fascistas (eran 300) van a reint… https://t.co/iU6qHj5yDv"
"@metrodesantiago qué pasa en la línea uno? 10 minutos y aún no pasa nada en est central"
"Basta de bolsas de té con tecnologías extrañas que fallan y se rompen."
"Buen martes!!! #poeta #Neruda #sieschilenoesbueno @ Duoc UC: Sede… https://t.co/CjLdeipJw4"
"@Kreithergoic @tere_marinovic defiéndala con argumentos! Demuestre que su puesto no es por pitutos politicos, así le tapa la boca al resto"
"@LATAM_CHI Tarifa light ???? Esta es solo de ida, si sumas la vuelta son mas de $100 https://t.co/iPfhjM2Gw7"
"Music is power 🎧🎼🎵🎶🎵🎶 #blackandwhitephoto #fotografia #fotografoamateur #chilefotos… https://t.co/mDNGLKQKfE"
"@Berti_and_Ernie lindo"
"Oye las cabras buenas para pagar apuestas"
"Muere Roger Moore a los 89 años | Cultura | EL PAÍS https://t.co/XRGPP9hXZh 😭😭😭"
"I'm at Escuela Villa Cerro Castillo https://t.co/YTIqiMGqIM"
"Dejemos de ser espectadores  de la cagada que está quedando en el mundo y hagamos todo lo necesario para llenarnos… https://t.co/dmccwZzUbq"
"@mcupurapasion   como es posible q una emisora se dice grande!! NO es capaz d actualzar a pagina!  MEDIOCRES!!"
"10:00 en Huechuraba Emanación de gas (10-6-4) H-7 B-8 Santa Marta de Huechuraba y Los Nogales https://t.co/uMn4fSH3hB"
"Entrevista a @CamilaCiskew PRAE financiado por @fomentobiobio y Patrocinado por @cpvdesarrolla https://t.co/Rox8XmXw5R"
"Pan con palta 😍😍😍"
"@kvnkelly @JuanTagleQ salió en el sitio dale albo me lo contó un amigo"
"El nivel de agresividad de este ser es impresionante. Lamentable que ocupe una foto del álbum ""Oxygene"" del maestro… https://t.co/m8CaMizml8"
"#recuerdo del #matrimonio de mi lady_redcherry_  
#rockabillystyle #pinupstyle #love @ Santiago,… https://t.co/XlyfsomCuX"
"hace más frío que la lora @ Talca, Chile https://t.co/WncoHNEOke"
"Con frio y el aire acondicionado bajo para no resfriarme mas  😷😷😷😷"
"A beautiful visit to Emiliana Organic Vineyards, one of the largest organic and biodynamic… https://t.co/7SWqfFLLOU"
"@cleporati Mire, hay casos emblemáticos, como Lily Perez que dice ser ""judia"". Cualquier cosa menos reconocer el ge… https://t.co/NLRKjZGGtV"
"@FGAJARDOP @entremarycielo @aperezarate @minvutarapaca @Minvu @Gore_Tarapaca @Subtrans @PauSaball @ClauRojasCampos… https://t.co/4ga4YXtIPm"
"I need dates for SouthAmerica please 🙏 @hansonmusic  @CIsaacHanson @zachansonmusic"
"INICIO CURSO AGROPECUARIA BECA LABORAL SENCE OMIL ILUSTRE MUNICIPALIDAD DE CASTRO 23 MAYO 2017 https://t.co/pF8aGTobuV"
"@GeekingOnMusic Yes"
"Estoy resfriado, aunque todos en mi entorno también lo están."
"#ArianaChileTeAma x2"
"Quien me vende un 5 en reñaca?  😿"
"*early 2000s kanye voice*

bill maher doesn't care about black people"
"I'm at Terminal Pullman Bus Villarrica in Villarrica, Novena Región de La https://t.co/ydbVrhTz57"
"13:38 en Pudahuel Fuego y/o humo en lugar público (10-0-3) R3 B4 BX7 B8 El Salitre y Corona Sueca https://t.co/RIe6WUgUPn"
"Ya era hora, chao ponce 😊 https://t.co/NsEn7YFwCp"
"#CosasQueCambiaríaEnElMundo a los hombres pasteles"
"Y ahora pa rematarla me duele la cabeza :)))))))))))"
"@VergaraLautaro @CarlosRuz_F @ciae_uchile promete el abstract"
"😁😁😁😁😁 https://t.co/57vkTyctZa"
"@ecointeligencia ¡ NO LO ACEPTO, NI PARA MI NI PARA NADIE ! LIBRO METAFÍSICA 4 EN 1 CONNY MÉNDEZ ."
"Once upon a time, I decided to go for a long walk in South America. One of the places I went was… https://t.co/0wbm00RG4O"
"Convenio de Fonasa con Banco Estado. Mish 👍"
"Luchito rey https://t.co/wXyVaZROuh"
"Nanuk equipo @nnk_cl grabando streaming @3M_Chile Anestesia #salud #chile #streaming #production #web https://t.co/zuYOyAU1hr"
"Reunión 🕺🎉 (at @LaCafetaGourmet in Santiago, Santiago Metropolitan, RM) https://t.co/9JtZgzaA0h"
"Tengo ganas de volvernos a encontrar 🎵🎵🎵"
"#CosasQueCambiaríaEnElMundo Tener un solo idioma."
"Muero por una siesta 🤤 ojalá pudiera dormirrr gg"
"⒈ #CosasQueCambiaríaEnElMundo
⒉ #ConclaveMovimientos
⒊ #LosTenores
⒋ #CooperativaDecide
⒌ #GRANDEINTRUSOS

2017/5/23 15:18 -04"
"[PRENSA] Organismos evalúan positivamente la reducción de 15 minutos de vías reversibles #Osorno, en… https://t.co/BKmZTlP6rU"
"En estos días, solo dan ganas de fundirse con la cama de la mano de comida y pitos"
"Ya comienza #BullaTotal con los camaradas @marilicang @romanticoviajer @Paulina_papd y @paz_valen por @radiohoycl"
"@josefinareutter Pero con alguna mejorita en las $ supongo. ¿O es por el puro honor?"
"@treintona_cl toy bloquea....🤢🤢🤢"
"Y? No tendría derecho a trabajar? No me digan que a eso estamos llegando https://t.co/1ZmoLQbiB5"
"16:11 en Concepción Escape de gas (10-6) H-6 Las Heras y Tucapel https://t.co/TFcJzoinr7"
"@asalvatierrat cierto... no tengo filtro ni el jefe se salva.. lo siento es mi ADN 🙁"
"Que enfermo Mateo con la Mamá jajajajajajajajaja  #Amanda"
"Csm!!!!! https://t.co/iTRT0ekoS0"
"https://t.co/t1rAQOA9cD #ShadowhuntersSeason2 77"
"A mi me enseñaron en la universidad que el lenguaje crea realidades. Por eso hay que ser prudentes. Nos quieren envenenar por todos lados."
"@La_Segunda Los que mas reclamaban de libertad de PRENSA Y TENER LIBERTAD DE OPINION, ahora solo permiten que les p… https://t.co/m8gpiUXqJt"
"I'm at Aeropuerto Balmaceda (BBA) in Coyhaique, Región de Aysén https://t.co/bp9dVyLCzH"
"@ArocaCl Sácate la ropa que hoy me toca (te guste o no)"
"#CosasQueCambiaríaEnElMundo👇🏼 https://t.co/ZeD8bpnuBj"
"💔💔🙄 https://t.co/5KMFSF00jD"
"Amigos.. No hago esto nunca, y lo hago por mi familia. Necesito me ayuden a contactar a @leonardofarkas o @aluksicc por mi casa. Gracias. 😢"
"Just posted a photo @ La Reina Stgo https://t.co/wtgT9nQtxc"
